vote_average,revenue_average,count,genre,year,month,day,date
7.0,36320509.5,2,Adventure,1985,6,1,1985-06
6.433333333333334,31311960.333333332,3,Comedy,1985,6,1,1985-06
6.85,1549748.5,2,Action,1985,7,1,1985-07
7.449999999999999,0.0,2,Drama,1985,7,1,1985-07
6.9,34000000.0,1,Horror,1985,7,1,1985-07
6.75,111856395.0,4,Adventure,1985,7,1,1985-07
6.5,10644346.0,2,Animation,1985,7,1,1985-07
6.5,350000.0,4,Drama,1985,8,1,1985-08
6.9,24922237.0,1,Horror,1985,8,1,1985-08
6.45,9353733.0,2,Action,1985,8,1,1985-08
6.62,16149299.8,5,Comedy,1985,8,1,1985-08
6.4,0.0,2,Adventure,1985,8,1,1985-08
6.199999999999999,1225772.5,2,Romance,1985,9,1,1985-09
6.9,0.0,1,Action,1985,9,1,1985-09
7.15,0.0,2,Drama,1985,9,1,1985-09
6.625,3165446.75,4,Comedy,1985,9,1,1985-09
7.0,0.0,1,Thriller,1985,9,1,1985-09
6.4,2135577.0,1,Adventure,1985,9,1,1985-09
6.1,23717291.0,1,Family,1985,10,1,1985-10
6.76,480000.0,5,Drama,1985,10,1,1985-10
6.666666666666667,8230501.0,3,Comedy,1985,10,1,1985-10
7.1,0.0,1,Animation,1985,10,1,1985-10
6.433333333333334,0.0,3,Horror,1985,10,1,1985-10
6.5,0.0,1,Mystery,1985,10,1,1985-10
7.0,2023414.0,1,Science Fiction,1985,10,1,1985-10
6.5,28750000.0,2,Action,1985,10,1,1985-10
7.666666666666667,0.0,3,Documentary,1985,11,1,1985-11
7.8,0.0,1,Music,1985,11,1,1985-11
7.9,0.0,1,Comedy,1985,11,1,1985-11
6.633333333333333,14062734.0,3,Action,1985,11,1,1985-11
6.675,85658641.25,4,Drama,1985,11,1,1985-11
6.3,0.0,1,Science Fiction,1985,11,1,1985-11
7.1000000000000005,0.0,3,Animation,1985,12,1,1985-12
7.0,0.0,2,Action,1985,12,1,1985-12
6.5,0.0,1,Crime,1985,12,1,1985-12
7.13,32948250.8,10,Drama,1985,12,1,1985-12
7.1,7321998.5,2,Comedy,1985,12,1,1985-12
7.475,0.0,4,Drama,1986,1,1,1986-01
6.24,0.0,5,Comedy,1986,1,1,1986-01
7.0,0.0,1,Unknown,1986,1,1,1986-01
7.95,0.0,2,Documentary,1986,1,1,1986-01
6.65,0.0,2,Animation,1986,1,1,1986-01
6.6,0.0,1,Romance,1986,1,1,1986-01
6.4,0.0,1,Horror,1986,1,1,1986-01
6.2,0.0,1,Science Fiction,1986,1,1,1986-01
6.9,5844868.0,1,Action,1986,2,1,1986-02
6.9,0.0,1,Drama,1986,2,1,1986-02
7.5,0.0,1,Romance,1986,2,1,1986-02
6.775,20138926.0,4,Comedy,1986,2,1,1986-02
7.0,0.0,1,Horror,1986,2,1,1986-02
6.8,203781.0,1,History,1986,2,1,1986-02
9.0,0.0,1,Animation,1986,3,1,1986-03
6.5,0.0,1,Crime,1986,3,1,1986-03
7.0,0.0,1,Unknown,1986,3,1,1986-03
6.9,9000000.0,2,Action,1986,3,1,1986-03
6.9,1007941.0,2,Drama,1986,3,1,1986-03
6.6,0.0,1,Music,1986,3,1,1986-03
6.275,24952815.25,4,Comedy,1986,3,1,1986-03
6.5,2950000.0,2,Adventure,1986,3,1,1986-03
7.25,1001911.0,2,Drama,1986,4,1,1986-04
6.1,8475466.0,1,Comedy,1986,4,1,1986-04
6.7,2347000.0,1,Crime,1986,4,1,1986-04
6.5,2432956.0,2,Action,1986,4,1,1986-04
6.9,183915300.5,2,Action,1986,5,1,1986-05
7.1,0.0,1,Documentary,1986,5,1,1986-05
7.0,0.0,1,Mystery,1986,5,1,1986-05
6.550000000000001,820912.5,2,Adventure,1986,5,1,1986-05
7.0,0.0,1,Unknown,1986,5,1,1986-05
6.4,40697761.0,1,Comedy,1986,5,1,1986-05
6.8,100217.66666666667,3,Drama,1986,5,1,1986-05
7.2,0.0,1,Crime,1986,5,1,1986-05
6.82,46603849.6,5,Comedy,1986,6,1,1986-06
6.5,1261000.0,1,Horror,1986,6,1,1986-06
6.4,0.0,1,Thriller,1986,6,1,1986-06
7.4,2897092.0,2,Drama,1986,6,1,1986-06
6.1,3900000.0,1,Science Fiction,1986,6,1,1986-06
6.9,6364958.5,2,Adventure,1986,6,1,1986-06
6.9,18564613.0,1,Family,1986,7,1,1986-07
6.1,0.0,1,Drama,1986,7,1,1986-07
6.9,38625550.0,1,Comedy,1986,7,1,1986-07
7.7,183316455.0,1,Horror,1986,7,1,1986-07
7.1,2924823.5,2,Animation,1986,8,1,1986-08
7.0,0.0,1,Horror,1986,8,1,1986-08
7.3,0.0,2,Adventure,1986,8,1,1986-08
6.833333333333333,0.0,3,Comedy,1986,8,1,1986-08
7.25,17364892.75,4,Crime,1986,8,1,1986-08
6.65,1744973.25,4,Action,1986,8,1,1986-08
6.959999999999999,260000.0,5,Drama,1986,8,1,1986-08
7.1,0.0,1,Mystery,1986,9,1,1986-09
7.0,0.0,1,Animation,1986,9,1,1986-09
6.8,0.0,1,Crime,1986,9,1,1986-09
6.92,21810616.0,5,Drama,1986,9,1,1986-09
6.699999999999999,172710764.5,2,Adventure,1986,9,1,1986-09
6.833333333333333,250000.0,3,Action,1986,9,1,1986-09
9.0,0.0,1,War,1986,9,1,1986-09
7.325,13073495.5,4,Drama,1986,10,1,1986-10
5.6,6797218.0,1,Horror,1986,10,1,1986-10
6.1,0.0,1,Comedy,1986,10,1,1986-10
7.7,2637.0,2,Animation,1986,10,1,1986-10
6.533333333333334,2787656.3333333335,3,Action,1986,11,1,1986-11
6.9,0.0,1,Crime,1986,11,1,1986-11
6.9,133000000.0,1,Science Fiction,1986,11,1,1986-11
6.94,23195209.8,5,Drama,1986,11,1,1986-11
6.6,0.0,2,Unknown,1986,11,1,1986-11
6.3,14302779.0,1,Adventure,1986,11,1,1986-11
6.5,0.0,2,Family,1986,12,1,1986-12
6.7,0.0,1,Unknown,1986,12,1,1986-12
6.6000000000000005,14241339.0,3,Action,1986,12,1,1986-12
7.5,138530565.0,1,Drama,1986,12,1,1986-12
6.9,0.0,1,Science Fiction,1986,12,1,1986-12
6.525,0.0,4,Comedy,1986,12,1,1986-12
6.7,38748395.0,1,Horror,1986,12,1,1986-12
7.7,0.0,1,Animation,1987,1,1,1987-01
7.1,0.0,1,Romance,1987,1,1,1987-01
8.4,0.0,1,Documentary,1987,1,1,1987-01
6.7,0.0,2,Horror,1987,1,1,1987-01
7.3,0.0,1,Unknown,1987,1,1,1987-01
7.072727272727272,290909.0909090909,11,Drama,1987,1,1,1987-01
7.5,0.0,1,Action,1987,1,1,1987-01
6.9799999999999995,0.0,5,Comedy,1987,1,1,1987-01
6.6,0.0,2,Crime,1987,1,1,1987-01
6.85,0.0,2,Comedy,1987,2,1,1987-02
6.9,0.0,1,Thriller,1987,2,1,1987-02
6.3999999999999995,15735549.666666666,3,Horror,1987,2,1,1987-02
6.8,6184649.333333333,3,Drama,1987,2,1,1987-02
6.5,0.0,1,Crime,1987,2,1,1987-02
8.3,0.0,1,Unknown,1987,3,1,1987-03
7.0,120207127.0,1,Adventure,1987,3,1,1987-03
6.55,874978.0,2,Fantasy,1987,3,1,1987-03
7.0,0.0,1,Drama,1987,3,1,1987-03
7.0,760000.0,1,War,1987,3,1,1987-03
6.7,0.0,1,Animation,1987,3,1,1987-03
7.25,11554338.0,2,Horror,1987,3,1,1987-03
6.533333333333334,22833998.333333332,3,Comedy,1987,3,1,1987-03
6.4,55498439.5,2,Comedy,1987,4,1,1987-04
6.45,4633071.5,4,Drama,1987,4,1,1987-04
6.3,0.0,1,Action,1987,4,1,1987-04
7.1,0.0,1,Animation,1987,4,1,1987-04
6.15,2107929.5,2,Comedy,1987,5,1,1987-05
6.6,0.0,1,Crime,1987,5,1,1987-05
6.95,0.0,4,Drama,1987,5,1,1987-05
6.766666666666667,99988345.33333333,3,Action,1987,5,1,1987-05
6.5,0.0,1,Horror,1987,5,1,1987-05
8.2,0.0,1,Animation,1987,5,1,1987-05
7.3,98235548.0,1,Science Fiction,1987,6,1,1987-06
6.5,0.0,1,Adventure,1987,6,1,1987-06
7.9,46357676.0,1,Drama,1987,6,1,1987-06
6.7,26056789.0,3,Comedy,1987,6,1,1987-06
6.55,54269926.75,4,Action,1987,6,1,1987-06
6.2,0.0,1,Horror,1987,6,1,1987-06
6.9,47511946.0,2,Crime,1987,6,1,1987-06
6.3,0.0,1,Animation,1987,6,1,1987-06
6.2,63766510.0,1,Fantasy,1987,6,1,1987-06
6.1,300859.0,1,Family,1987,7,1,1987-07
6.3,35114428.0,1,Comedy,1987,7,1,1987-07
6.9,0.0,1,Animation,1987,7,1,1987-07
7.233333333333333,18071805.333333332,3,Drama,1987,7,1,1987-07
6.3,2300000.0,1,Adventure,1987,7,1,1987-07
6.6,34368475.0,1,Thriller,1987,7,1,1987-07
6.8,32222567.0,1,Horror,1987,7,1,1987-07
7.0,0.0,2,Fantasy,1987,7,1,1987-07
6.533333333333334,17666666.666666668,3,Action,1987,7,1,1987-07
7.6,0.0,1,Music,1987,8,1,1987-08
6.449999999999999,0.0,2,Animation,1987,8,1,1987-08
6.957142857142857,35322637.85714286,7,Drama,1987,8,1,1987-08
6.8,3769990.0,1,Horror,1987,8,1,1987-08
8.1,0.0,2,Unknown,1987,8,1,1987-08
6.475,8877378.75,4,Action,1987,8,1,1987-08
6.5,13839404.0,1,War,1987,8,1,1987-08
7.0,4398938.0,1,Comedy,1987,8,1,1987-08
6.2,0.0,1,Adventure,1987,8,1,1987-08
7.5,0.0,1,Documentary,1987,8,1,1987-08
7.05,2310784.0,2,Comedy,1987,9,1,1987-09
6.550000000000001,7282013.5,2,Horror,1987,9,1,1987-09
6.2,0.0,1,Foreign,1987,9,1,1987-09
6.433333333333334,1426050.0,3,Action,1987,9,1,1987-09
6.6,160703892.0,2,Romance,1987,9,1,1987-09
6.766666666666667,0.0,6,Drama,1987,9,1,1987-09
7.449999999999999,15428907.0,2,Adventure,1987,9,1,1987-09
6.6,0.0,1,Family,1987,9,1,1987-09
6.1,1432687.0,1,Crime,1987,9,1,1987-09
6.5,796368.0,1,Thriller,1987,9,1,1987-09
6.6,3685862.0,1,Comedy,1987,10,1,1987-10
6.6,14182492.0,1,Horror,1987,10,1,1987-10
7.0,8796846.0,5,Drama,1987,10,1,1987-10
6.7,10684019.5,2,Crime,1987,10,1,1987-10
6.8,0.0,1,Documentary,1987,10,1,1987-10
6.6000000000000005,0.0,3,Action,1987,10,1,1987-10
7.6,0.0,1,Unknown,1987,10,1,1987-10
6.1,0.0,1,Science Fiction,1987,10,1,1987-10
7.5,0.0,1,Fantasy,1987,10,1,1987-10
6.6,0.0,1,Fantasy,1987,11,1,1987-11
6.6,0.0,1,Animation,1987,11,1,1987-11
6.4,38122105.0,1,Action,1987,11,1,1987-11
6.5,4132127.6666666665,3,Drama,1987,11,1,1987-11
6.699999999999999,0.0,2,Crime,1987,11,1,1987-11
7.166666666666667,34440746.0,3,Comedy,1987,11,1,1987-11
6.9,0.0,2,Music,1987,11,1,1987-11
6.6,0.0,1,Adventure,1987,12,1,1987-12
6.7,0.0,1,Family,1987,12,1,1987-12
6.933333333333334,57935714.333333336,6,Comedy,1987,12,1,1987-12
7.383333333333333,3749289.8333333335,6,Drama,1987,12,1,1987-12
6.6,0.0,1,Thriller,1987,12,1,1987-12
7.050000000000001,0.0,2,Animation,1987,12,1,1987-12
6.7,0.0,2,Action,1987,12,1,1987-12
7.0,43848069.0,1,Crime,1987,12,1,1987-12
6.846153846153846,1347291.8461538462,13,Drama,1988,1,1,1988-01
6.5,0.0,1,Adventure,1988,1,1,1988-01
6.25,0.0,2,TV Movie,1988,1,1,1988-01
6.9,0.0,2,Documentary,1988,1,1,1988-01
5.65,0.0,2,Unknown,1988,1,1,1988-01
6.949999999999999,32113.5,2,Crime,1988,1,1,1988-01
7.6,0.0,1,Animation,1988,1,1,1988-01
7.225,1216499.25,4,Comedy,1988,1,1,1988-01
6.6,17637950.0,1,Crime,1988,2,1,1988-02
6.9,2001361.2,5,Comedy,1988,2,1,1988-02
7.1,73326666.0,1,Fantasy,1988,2,1,1988-02
6.725,10276529.75,4,Action,1988,2,1,1988-02
6.2,19595031.0,1,Horror,1988,2,1,1988-02
8.1,0.0,1,Animation,1988,2,1,1988-02
6.85,14716024.0,4,Comedy,1988,3,1,1988-03
6.5,0.0,1,Action,1988,3,1,1988-03
6.699999999999999,6997460.0,2,Drama,1988,3,1,1988-03
5.9,12706478.0,1,Mystery,1988,3,1,1988-03
7.1,0.0,1,Animation,1988,3,1,1988-03
6.7,354704.0,1,Crime,1988,3,1,1988-03
8.0,0.0,1,Unknown,1988,4,1,1988-04
7.5,0.0,1,Drama,1988,4,1,1988-04
7.4,589244.0,1,Documentary,1988,4,1,1988-04
8.0,0.0,1,Fantasy,1988,4,1,1988-04
6.6,46616067.0,1,Action,1988,4,1,1988-04
6.5,0.0,2,Horror,1988,4,1,1988-04
8.2,0.0,1,Animation,1988,4,1,1988-04
6.6,1491892.0,2,Comedy,1988,4,1,1988-04
6.2,960040.0,1,Thriller,1988,4,1,1988-04
6.2,0.0,1,Action,1988,5,1,1988-05
6.2,1328001.0,1,Mystery,1988,5,1,1988-05
8.0,0.0,1,Unknown,1988,5,1,1988-05
5.2,0.0,1,TV Movie,1988,5,1,1988-05
7.25,28634931.5,2,Adventure,1988,5,1,1988-05
7.3,0.0,1,Science Fiction,1988,5,1,1988-05
6.2,0.0,1,Drama,1988,5,1,1988-05
6.4,0.0,1,Music,1988,6,1,1988-06
6.675,95773882.75,4,Comedy,1988,6,1,1988-06
7.050000000000001,240736366.0,2,Fantasy,1988,6,1,1988-06
7.300000000000001,0.0,2,Drama,1988,6,1,1988-06
6.8,0.0,1,Documentary,1988,6,1,1988-06
7.2,38413606.0,1,Adventure,1988,7,1,1988-07
6.699999999999999,21231746.75,4,Comedy,1988,7,1,1988-07
6.15,85752390.5,2,Drama,1988,7,1,1988-07
7.8,553171.0,1,Science Fiction,1988,7,1,1988-07
6.62,29610161.4,5,Action,1988,7,1,1988-07
6.2,5344577.0,1,Thriller,1988,7,1,1988-07
7.6,0.0,1,Romance,1988,8,1,1988-08
6.6,44726644.0,1,Crime,1988,8,1,1988-08
7.9,0.0,1,Mystery,1988,8,1,1988-08
7.2,0.0,2,Comedy,1988,8,1,1988-08
7.6,0.0,1,Horror,1988,8,1,1988-08
6.7,3825544.8,5,Drama,1988,8,1,1988-08
6.8,0.0,2,Animation,1988,8,1,1988-08
6.550000000000001,0.0,2,Action,1988,8,1,1988-08
6.99,1106097.3,10,Drama,1988,9,1,1988-09
7.3,0.0,2,Documentary,1988,9,1,1988-09
6.1,5596267.0,1,Fantasy,1988,9,1,1988-09
7.25,596161.0,2,Comedy,1988,9,1,1988-09
7.6,0.0,1,Music,1988,9,1,1988-09
6.5,508535.5,2,Thriller,1988,9,1,1988-09
8.5,0.0,1,Horror,1988,9,1,1988-09
6.3,0.0,1,Adventure,1988,9,1,1988-09
6.3,0.0,1,Action,1988,9,1,1988-09
6.9,138241022.0,1,Adventure,1988,10,1,1988-10
6.833333333333333,1036634.6666666666,3,Horror,1988,10,1,1988-10
7.8,0.0,1,Crime,1988,10,1,1988-10
8.5,0.0,1,Science Fiction,1988,10,1,1988-10
6.3,0.0,1,Comedy,1988,10,1,1988-10
6.7,0.0,5,Drama,1988,10,1,1988-10
6.449999999999999,554231.0,2,Thriller,1988,10,1,1988-10
7.666666666666667,0.0,3,Documentary,1988,10,1,1988-10
6.449999999999999,22098342.0,2,Horror,1988,11,1,1988-11
6.3,0.0,1,Documentary,1988,11,1,1988-11
6.5,0.0,1,Romance,1988,11,1,1988-11
6.5,0.0,1,War,1988,11,1,1988-11
6.75,79306096.0,2,Animation,1988,11,1,1988-11
7.425,4724799.5,4,Drama,1988,11,1,1988-11
6.65,6504464.0,2,Action,1988,11,1,1988-11
6.7,60328000.0,1,Fantasy,1988,11,1,1988-11
6.9,8083123.0,1,Action,1988,12,1,1988-12
6.725,59742919.5,4,Comedy,1988,12,1,1988-12
7.4,34604000.0,1,Thriller,1988,12,1,1988-12
7.0,42039085.0,1,Crime,1988,12,1,1988-12
7.228571428571429,64419898.85714286,7,Drama,1988,12,1,1988-12
6.3,12090735.0,1,Horror,1988,12,1,1988-12
6.1,0.0,1,War,1988,12,1,1988-12
7.6,0.0,1,Crime,1989,1,1,1989-01
6.9799999999999995,0.0,5,Horror,1989,1,1,1989-01
7.0,0.0,5,Comedy,1989,1,1,1989-01
6.6,0.0,1,Action,1989,1,1,1989-01
6.916666666666667,0.0,6,Drama,1989,1,1,1989-01
7.4,385066.0,2,Documentary,1989,1,1,1989-01
7.0,0.0,1,Unknown,1989,1,1,1989-01
7.1,0.0,1,Animation,1989,1,1,1989-01
6.35,0.0,2,Science Fiction,1989,1,1,1989-01
6.6,20242519.5,2,Adventure,1989,2,1,1989-02
7.0200000000000005,17279829.6,5,Comedy,1989,2,1,1989-02
6.3,0.0,1,Action,1989,2,1,1989-02
6.3,0.0,1,Crime,1989,2,1,1989-02
6.775,0.0,4,Drama,1989,3,1,1989-03
6.0,15704614.0,1,Adventure,1989,3,1,1989-03
6.5,0.0,1,Fantasy,1989,3,1,1989-03
6.45,0.0,2,Comedy,1989,3,1,1989-03
7.0,0.0,1,War,1989,4,1,1989-04
8.1,0.0,1,Music,1989,4,1,1989-04
6.3,14697005.0,1,Action,1989,4,1,1989-04
6.75,70950546.0,2,Drama,1989,4,1,1989-04
6.6,0.0,1,Horror,1989,4,1,1989-04
6.8,10577460.8,5,Comedy,1989,4,1,1989-04
6.6,7825000.0,1,Crime,1989,4,1,1989-04
7.76,0.0,5,Drama,1989,5,1,1989-05
7.6,474171806.0,1,Adventure,1989,5,1,1989-05
7.55,0.0,2,Comedy,1989,5,1,1989-05
7.2,1145404.0,1,Romance,1989,5,1,1989-05
6.75,0.0,2,Fantasy,1989,5,1,1989-05
6.3,15025014.0,2,Action,1989,5,1,1989-05
6.800000000000001,23454493.5,2,Crime,1989,5,1,1989-05
6.4,0.0,1,Animation,1989,6,1,1989-06
7.0,411348924.0,1,Fantasy,1989,6,1,1989-06
9.0,0.0,1,Action,1989,6,1,1989-06
6.3,215394738.0,1,Comedy,1989,6,1,1989-06
5.949999999999999,111362086.0,2,Adventure,1989,6,1,1989-06
6.550000000000001,0.0,2,Crime,1989,6,1,1989-06
7.85,136577780.5,2,Drama,1989,6,1,1989-06
7.449999999999999,9086424.5,2,Animation,1989,7,1,1989-07
6.7,62334940.75,4,Comedy,1989,7,1,1989-07
6.933333333333334,75951328.66666667,3,Action,1989,7,1,1989-07
6.7,0.0,1,Horror,1989,7,1,1989-07
7.1,0.0,1,Adventure,1989,7,1,1989-07
7.5,14743391.0,1,Drama,1989,7,1,1989-07
7.1,90000098.0,1,Adventure,1989,8,1,1989-08
6.5,8264614.666666667,3,Action,1989,8,1,1989-08
6.575,19814634.5,4,Comedy,1989,8,1,1989-08
6.733333333333333,6223772.333333333,3,Drama,1989,8,1,1989-08
7.2,0.0,1,Unknown,1989,9,1,1989-09
7.0,0.0,1,Comedy,1989,9,1,1989-09
6.85,2991786.5,4,Crime,1989,9,1,1989-09
7.6,3353184.0,2,Documentary,1989,9,1,1989-09
7.016666666666667,18479918.833333332,6,Drama,1989,9,1,1989-09
6.2,45892212.0,1,Action,1989,9,1,1989-09
6.4,0.0,1,War,1989,9,1,1989-09
5.95,10023802.0,2,Action,1989,10,1,1989-10
7.8,0.0,1,Animation,1989,10,1,1989-10
6.533333333333334,0.0,3,Drama,1989,10,1,1989-10
6.8,0.0,1,Documentary,1989,10,1,1989-10
5.0,15942628.0,1,Adventure,1989,10,1,1989-10
6.5,0.0,1,Family,1989,10,1,1989-10
6.5,0.0,1,Romance,1989,10,1,1989-10
6.7,0.0,3,War,1989,10,1,1989-10
6.533333333333334,6084900.666666667,3,Comedy,1989,10,1,1989-10
6.5,0.0,1,Music,1989,10,1,1989-10
6.6,0.0,1,Horror,1989,11,1,1989-11
7.5,0.0,1,Action,1989,11,1,1989-11
6.62,5646427.8,5,Drama,1989,11,1,1989-11
7.2,222300000.0,1,Animation,1989,11,1,1989-11
7.199999999999999,47952045.5,2,Comedy,1989,11,1,1989-11
7.4,0.0,2,Romance,1989,11,1,1989-11
10.0,0.0,1,Unknown,1989,11,1,1989-11
7.4,332000000.0,1,Adventure,1989,11,1,1989-11
6.6,0.0,1,Mystery,1989,12,1,1989-12
6.466666666666666,0.0,3,Horror,1989,12,1,1989-12
6.8999999999999995,22723650.333333332,3,Action,1989,12,1,1989-12
7.1,40250424.5,4,Drama,1989,12,1,1989-12
6.1,14278900.0,1,Adventure,1989,12,1,1989-12
6.8,0.0,1,Animation,1989,12,1,1989-12
6.8,6263883.0,1,Crime,1989,12,1,1989-12
7.4,26828365.0,1,War,1989,12,1,1989-12
6.942857142857143,31016185.14285714,7,Comedy,1989,12,1,1989-12
8.0,0.0,1,Unknown,1989,12,1,1989-12
6.7,0.0,1,Adventure,1990,1,1,1990-01
6.3,0.0,1,Animation,1990,1,1,1990-01
6.5,27734391.0,1,Crime,1990,1,1,1990-01
6.466666666666666,0.0,3,Horror,1990,1,1,1990-01
6.666666666666667,16190666.666666666,3,Action,1990,1,1,1990-01
8.0,0.0,1,Thriller,1990,1,1,1990-01
6.633333333333333,0.0,3,Comedy,1990,1,1,1990-01
7.449999999999999,0.0,4,Drama,1990,1,1,1990-01
6.7,0.0,1,Music,1990,1,1,1990-01
7.3,0.0,1,History,1990,1,1,1990-01
6.5200000000000005,4070099.6,5,Action,1990,2,1,1990-02
6.633333333333333,6746709.333333333,3,Drama,1990,2,1,1990-02
7.5,0.0,1,Unknown,1990,2,1,1990-02
6.7,15360553.0,1,Adventure,1990,2,1,1990-02
7.15,0.0,2,Comedy,1990,2,1,1990-02
7.0,463000000.0,1,Romance,1990,3,1,1990-03
6.65,99600000.0,2,Action,1990,3,1,1990-03
6.5,202000000.0,1,Science Fiction,1990,3,1,1990-03
6.65,1000000.0,2,Drama,1990,3,1,1990-03
7.2,0.0,1,TV Movie,1990,3,1,1990-03
8.2,3779620.0,1,Documentary,1990,3,1,1990-03
6.433333333333334,8795333.333333334,3,Comedy,1990,3,1,1990-03
6.9,2066585.75,4,Comedy,1990,4,1,1990-04
6.4,0.0,2,Action,1990,4,1,1990-04
6.25,8518943.5,2,Drama,1990,4,1,1990-04
8.0,0.0,1,Crime,1990,5,1,1990-05
7.2,0.0,3,Drama,1990,5,1,1990-05
7.5,0.0,1,Fantasy,1990,5,1,1990-05
6.75,7280123.5,2,Comedy,1990,5,1,1990-05
7.25,122263791.5,2,Adventure,1990,5,1,1990-05
6.3,0.0,1,TV Movie,1990,5,1,1990-05
6.1,0.0,1,Foreign,1990,5,1,1990-05
6.3,2459895.0,1,Science Fiction,1990,5,1,1990-05
6.866666666666667,0.3333333333333333,3,Drama,1990,6,1,1990-06
6.3,41482207.0,1,Comedy,1990,6,1,1990-06
7.0,0.0,1,Foreign,1990,6,1,1990-06
6.75,130658960.5,2,Action,1990,6,1,1990-06
6.7,252500000.0,2,Fantasy,1990,7,1,1990-07
6.575,0.0,4,Comedy,1990,7,1,1990-07
6.4,130227241.5,2,Action,1990,7,1,1990-07
6.5,2554476.0,1,Thriller,1990,7,1,1990-07
6.6,221303188.0,1,Drama,1990,7,1,1990-07
6.35,5000000.0,2,Crime,1990,8,1,1990-08
7.0,11541758.0,1,Music,1990,8,1,1990-08
6.3,0.0,1,Horror,1990,8,1,1990-08
6.3,0.0,1,Western,1990,8,1,1990-08
7.2,0.0,2,Adventure,1990,8,1,1990-08
6.2,48878502.0,1,Action,1990,8,1,1990-08
6.9,19512125.5,2,Thriller,1990,8,1,1990-08
6.642857142857143,11091836.857142856,7,Drama,1990,8,1,1990-08
6.533333333333334,17889058.666666668,3,Comedy,1990,8,1,1990-08
6.963636363636363,4719709.363636363,11,Drama,1990,9,1,1990-09
6.5,0.0,1,Adventure,1990,9,1,1990-09
8.6,0.0,2,Documentary,1990,9,1,1990-09
6.55,6723384.5,2,Crime,1990,9,1,1990-09
6.3,11567449.0,1,Romance,1990,9,1,1990-09
7.066666666666666,13023867.666666666,3,Comedy,1990,9,1,1990-09
6.7,0.0,1,Animation,1990,9,1,1990-09
6.5,0.0,1,Romance,1990,10,1,1990-10
7.2,0.0,1,Comedy,1990,10,1,1990-10
6.7,0.0,1,Action,1990,10,1,1990-10
6.633333333333333,691694.6666666666,3,Adventure,1990,10,1,1990-10
6.3999999999999995,5704439.666666667,6,Drama,1990,10,1,1990-10
6.1,15379253.0,1,Fantasy,1990,10,1,1990-10
6.2,0.0,1,Animation,1990,11,1,1990-11
6.6,0.0,1,Fantasy,1990,11,1,1990-11
7.0,238342337.5,2,Comedy,1990,11,1,1990-11
6.8,0.0,1,Documentary,1990,11,1,1990-11
6.6,1030938.0,1,Mystery,1990,11,1,1990-11
7.1,235820154.5,2,Adventure,1990,11,1,1990-11
7.1000000000000005,29080672.0,3,Drama,1990,11,1,1990-11
6.8,0.0,1,Animation,1990,12,1,1990-12
7.199999999999999,68453963.0,2,Crime,1990,12,1,1990-12
6.720000000000001,10718174.8,5,Drama,1990,12,1,1990-12
7.5,53000000.0,1,Fantasy,1990,12,1,1990-12
6.4,17709698.5,2,Comedy,1990,12,1,1990-12
6.7,0.0,1,Romance,1991,1,1,1991-01
7.5,0.0,1,Adventure,1991,1,1,1991-01
6.3,17396580.0,2,Action,1991,1,1,1991-01
7.083333333333333,755465.1666666666,6,Comedy,1991,1,1,1991-01
8.3,0.0,1,Unknown,1991,1,1,1991-01
7.5,0.0,2,Documentary,1991,1,1,1991-01
6.3,0.0,1,History,1991,1,1,1991-01
6.62,0.0,5,Drama,1991,1,1,1991-01
6.1,174999005.0,1,Drama,1991,2,1,1991-02
6.85,2151675.5,2,Action,1991,2,1,1991-02
8.1,272742922.0,1,Crime,1991,2,1,1991-02
7.4750000000000005,0.0,4,Comedy,1991,2,1,1991-02
6.2,0.0,1,Romance,1991,3,1,1991-03
6.15,0.0,2,Comedy,1991,3,1,1991-03
6.4,0.0,1,Animation,1991,3,1,1991-03
6.3,47624253.0,1,Thriller,1991,3,1,1991-03
6.166666666666667,21865161.666666668,3,Action,1991,3,1,1991-03
6.914285714285714,5298757.285714285,7,Drama,1991,3,1,1991-03
6.5,0.0,1,Fantasy,1991,3,1,1991-03
6.6,0.0,1,Documentary,1991,3,1,1991-03
6.5,0.0,1,Unknown,1991,3,1,1991-03
6.5,0.0,1,Thriller,1991,4,1,1991-04
7.5,0.0,1,Crime,1991,4,1,1991-04
6.2,19318329.0,2,Action,1991,4,1,1991-04
6.466666666666666,850649.0,3,Drama,1991,4,1,1991-04
7.2,0.0,1,Unknown,1991,4,1,1991-04
7.4,1794187.0,1,Comedy,1991,4,1,1991-04
6.3999999999999995,50789528.333333336,3,Action,1991,5,1,1991-05
5.6,0.0,1,Fantasy,1991,5,1,1991-05
7.3,0.0,1,Thriller,1991,5,1,1991-05
7.142857142857143,6793154.285714285,7,Drama,1991,5,1,1991-05
6.3,29.0,1,Documentary,1991,5,1,1991-05
6.566666666666666,28513652.333333332,3,Comedy,1991,5,1,1991-05
7.5,0.0,1,Unknown,1991,5,1,1991-05
6.6,390493908.0,1,Adventure,1991,6,1,1991-06
6.6000000000000005,29075285.0,3,Comedy,1991,6,1,1991-06
6.25,120516895.5,2,Action,1991,6,1,1991-06
6.1,0.0,1,Drama,1991,6,1,1991-06
6.6,19060452.5,2,Drama,1991,7,1,1991-07
7.7,0.0,1,Music,1991,7,1,1991-07
6.840000000000001,156925624.4,5,Action,1991,7,1,1991-07
6.25,2301964.5,2,Comedy,1991,7,1,1991-07
